YearsFromRegistration,powerPS,kilometer,abtest_test,vehicleType_cabrio,vehicleType_coupe,vehicleType_limousine,vehicleType_others,vehicleType_small car,vehicleType_station wagon,vehicleType_suv,fuelType_diesel,fuelType_electro,fuelType_hybrid,fuelType_lpg,fuelType_other,fuelType_petrol,gearbox_manual,notRepairedDamage_yes,brand_encoded,monthOfRegistration_Q2,monthOfRegistration_Q3,monthOfRegistration_Q4,price
13,160,70000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,17599
14,177,125000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,14900
17,231,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,12200
20,230,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,2600
31,144,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,19,1,0,0,500
13,131,125000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,27,0,1,0,8490
26,170,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1450
23,110,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,23,0,1,0,350
12,109,50000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,10999
40,65,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20,0,0,0,2500
21,102,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2999
58,249,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,1,0,25999
22,50,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,1250
25,55,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,1,0,0,900
22,170,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,1,0,3200
18,150,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,2900
22,192,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,4500
17,116,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,4800
14,59,10000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,1,0,6300
22,116,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10,1,0,0,950
17,150,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0,1,0,3750
23,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,1750
21,116,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1900
17,64,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,3999
17,163,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,6900
13,136,125000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,11500
7,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,200
20,101,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,1,1850
25,115,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,750
13,170,100000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,15900
21,60,150000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,35,0,0,1,1500
5,50,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,900
12,105,100000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,0,0,0,8650
25,101,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,1,0,0,695
19,86,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,5750
23,105,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,1700
18,140,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,4150
53,116,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,33,0,0,0,500
10,163,40000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,1,0,20990
15,80,40000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,1,0,5490
14,122,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,9250
22,82,150000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,20,0,0,1,2000
13,114,125000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,1,0,0,11700
24,88,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,25,0,1,0,790
19,116,150000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,36,0,1,0,5200
29,110,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,600
25,286,125000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,5300
21,170,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38,0,1,0,3899
23,122,40000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,1,0,0,650
26,102,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1450
17,140,150000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,1,0,0,8300
23,100,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,1000
26,60,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,30,1,0,0,300
14,130,100000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36,0,0,0,10000
13,105,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,0,6900
17,150,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,6700
25,116,50000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,11300
13,105,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,0,1,10000
34,82,125000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,35,0,1,0,750
20,140,150000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5850
21,150,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,3500
16,54,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,1950
26,75,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,24,0,1,0,499
13,110,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,6750
10,80,40000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,23,0,0,0,7750
31,125,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,950
41,86,100000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,0,0,1999
24,116,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,2400
14,102,80000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,12000
18,136,150000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,23,0,0,1,4500
16,156,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,33,0,0,1,3800
26,136,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,0,0,0,650
25,101,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,750
9,136,10000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12,0,0,1,23300
16,122,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,6450
23,116,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,19,1,0,0,1800
18,122,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,1,0,0,6500
23,80,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,1,1900
23,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,0,0,950
28,101,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,900
9,122,40000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,17500
23,116,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,1500
26,150,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,3000
19,125,125000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,1,0,0,2850
18,218,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,5400
22,116,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28,0,0,0,990
25,110,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,20,1,0,0,1999
13,116,70000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,20,0,1,0,6400
16,179,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,10850
15,163,70000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,16500
27,110,30000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,1
13,160,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,15500
17,96,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,5350
24,60,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,1,0,0,800
11,204,80000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,30900
38,112,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,38,1,0,0,500
17,129,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,0,0,0,5300
26,58,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,0,1,699
19,80,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24,0,1,0,429
29,211,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,850
20,75,70000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,0,0,2986
7,90,90000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,2200
25,60,125000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,38,0,0,1,300
13,408,40000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,38999
11,179,40000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,33,0,0,1,17500
11,82,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32,0,0,1,6350
24,115,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,0,1,0,1500
16,102,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,0,4499
12,204,50000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,22900
27,90,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,1099
6,75,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,2650
27,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,950
27,105,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,1,0,0,3999
25,90,50000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,19,0,0,0,1500
19,116,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,5150
33,136,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,1,999
23,190,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1499
24,110,5000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,14,0,0,0,80
18,218,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,12700
21,50,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,1690
31,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,1,0,550
22,190,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3550
11,245,70000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,36999
19,110,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,6499
13,160,100000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,0,5000
13,340,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,38,1,0,0,27950
18,116,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,31,0,1,0,2700
19,340,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,1,0,0,7500
26,102,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,800
23,54,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32,0,1,0,2300
27,125,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,500
24,170,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,1700
19,125,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,24,1,0,0,1779
12,105,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,16750
26,100,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,1,0,250
17,140,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,1,6900
22,125,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,1,0,0,1750
12,105,90000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,31,0,0,0,8900
18,110,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,1,0,2550
13,170,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,1,0,12700
21,115,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,19,0,1,0,250
12,250,80000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,27,0,1,0,14900
12,80,100000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,23,0,0,0,5250
7,60,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,27,1,0,0,1199
16,150,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,1,4199
24,54,80000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,1,1200
14,80,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,6600
17,177,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,11999
28,90,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,1,0,700
17,80,20000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,31,0,1,0,2900
22,58,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,0,1,1050
14,44,80000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9,0,0,0,2850
17,105,50000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,7800
20,135,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0,1,0,2700
25,110,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,2500
21,116,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,31,0,0,1,1990
21,343,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,14890
14,170,70000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,1,0,0,21500
14,80,70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,5500
40,135,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,6200
14,200,90000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,0,1,0,13999
17,102,70000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,6690
17,105,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,4600
20,140,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,2000
27,136,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,1199
47,200,70000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,8200
26,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10,0,0,1,99
6,78,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,2350
14,110,80000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,10400
17,170,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,4200
55,110,80000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,17900
24,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,900
26,88,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,25,1,0,0,850
19,218,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,8800
13,143,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,11200
25,101,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,1500
17,65,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,23,0,0,0,1399
15,143,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,8850
17,109,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,4300
18,50,100000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,32,0,0,0,850
18,150,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,6900
24,105,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2200
20,110,150000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7000
15,143,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,12900
13,140,125000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38,0,0,1,12500
14,69,50000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,0,1,3995
14,110,125000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,1,6800
15,80,90000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,0,0,3799
28,1625,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10,0,0,0,220
15,272,100000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,1,0,0,49500
19,163,125000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6500
6,115,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,19,0,0,0,1399
15,286,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,20900
53,50,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,1,0,18800
15,239,150000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,16500
7,115,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,6000
22,102,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,31,0,0,1,900
17,141,80000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12,0,0,1,7490
12,140,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,16900
14,60,60000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,6400
13,210,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29,0,1,0,14499
15,60,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,4750
6,192,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,9200
16,150,125000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,1,0,0,11200
21,279,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,5999
13,136,150000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,10,1,0,0,12200
19,230,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,29,0,0,1,7300
11,228,125000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,39,1,0,0,27350
20,116,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,1,0,4350
26,125,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1100
20,125,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,0,2650
22,50,90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,1800
21,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,1199
6,116,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,36,0,1,0,3800
14,120,100000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,21,0,0,0,8900
22,141,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,1,0,1950
17,218,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,12999
20,163,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4600
16,71,70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,32,0,0,1,3750
14,80,70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,38,0,0,0,5200
23,80,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,999
20,141,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,19,0,0,0,2900
27,220,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2500
19,155,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,24,0,0,0,3500
19,174,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,4500
25,100,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,24,0,0,1,520
24,105,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1000
22,102,100000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,1999
21,150,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,750
25,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,30,1,0,0,800
25,136,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,24,0,1,0,1250
60,95,100000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33,0,1,0,10900
16,140,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,22,0,0,0,9999
25,150,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,2200
17,136,150000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,33,0,0,1,4250
24,118,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5000
23,58,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24,0,0,1,1000
16,105,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,19,0,1,0,4500
9,211,40000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,21500
17,143,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,20,0,0,1,5100
24,75,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,12,1,0,0,1350
24,106,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,27,1,0,0,1500
10,131,70000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,0,15890
15,230,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,12250
24,193,150000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,2500
6,105,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,3500
14,80,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,6750
15,110,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,1,0,0,11500
15,69,90000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9,0,0,1,6900
7,110,50000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,38,0,1,0,450
35,110,150000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,23,0,0,1,15000
23,135,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,25,1,0,0,500
7,54,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,24,1,0,0,660
29,116,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1650
12,140,125000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,16900
48,143,5000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,10900
15,102,100000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,7600
24,116,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,38,0,0,1,999
13,86,70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38,1,0,0,7990
20,64,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,36,1,0,0,2199
15,69,90000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,36,1,0,0,4999
26,135,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,2000
10,122,50000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,14899
17,170,90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,1,0,11500
30,224,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,2850
21,101,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,24,0,0,0,1300
35,75,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,500
17,150,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,0,0,0,4999
21,115,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,21,0,1,0,3599
25,136,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,22,0,1,0,2999
25,125,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,0,1,870
17,60,80000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,23,0,1,0,2799
13,110,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,5000
9,86,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,13500
31,150,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1500
21,150,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,0,0,2000
