YearsFromRegistration,powerPS,kilometer,abtest_test,vehicleType_cabrio,vehicleType_coupe,vehicleType_limousine,vehicleType_others,vehicleType_small car,vehicleType_station wagon,vehicleType_suv,fuelType_diesel,fuelType_electro,fuelType_hybrid,fuelType_lpg,fuelType_other,fuelType_petrol,gearbox_manual,notRepairedDamage_yes,brand_encoded,monthOfRegistration_Q2,monthOfRegistration_Q3,monthOfRegistration_Q4,price
44,110,50000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,0,21900
24,140,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,3800
18,200,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,24,0,0,0,2800
21,218,150000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,0,1,0,6999
5,90,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,1300
32,150,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1850
20,131,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,4800
23,90,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,5
23,116,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,10,1,0,0,390
21,177,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20,0,1,0,4999
21,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38,0,0,0,1799
21,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,1,0,0,200
30,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24,1,0,0,100
21,103,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,9,0,0,0,200
11,136,100000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,0,1,16790
25,75,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38,0,1,0,2500
12,204,125000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,19500
32,60,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,400
18,73,100000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,1,0,0,2800
22,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,3400
15,109,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,25,0,0,0,3890
18,224,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,0,0,4750
22,110,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38,0,1,0,2200
14,110,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,8500
28,40,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,38,0,1,0,300
18,110,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,23,1,0,0,1400
21,116,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,1,3600
6,75,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,1300
19,105,80000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,5400
18,95,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,1,0,3400
34,179,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,4124
19,75,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,2300
54,110,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,33,0,1,0,11750
5,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,9,1,0,0,1299
20,55,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,0,1650
21,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,1200
28,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,1000
23,110,150000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,750
18,91,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10,1,0,0,2350
22,220,150000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3990
13,109,100000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10,0,0,0,7290
12,184,125000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,27777
11,163,70000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,39,0,0,1,19490
20,121,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,1,0,0,11000
8,150,20000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,26900
26,170,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,850
10,90,30000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,12499
12,160,70000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,24,0,0,0,8600
25,102,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,8888
15,75,150000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35,0,0,0,3900
20,75,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,1,0,2070
24,110,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,390
18,110,5000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24,1,0,0,750
24,45,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,32,0,0,1,600
31,133,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1500
17,109,150000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,3500
20,170,125000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,7250
19,231,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,7000
44,180,90000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,33,1,0,0,6990
23,163,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,1,0,3800
24,131,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,23,0,0,0,2750
27,200,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,1,0,4000
15,105,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,5250
14,143,125000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,17200
18,140,125000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,7300
21,166,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,19,0,1,0,3200
23,65,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,1,0,0,1150
19,80,60000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,35,0,1,0,3900
23,90,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,2800
15,75,125000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,12,0,1,0,3950
15,80,50000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,1,0,5900
26,122,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,20,0,0,0,1350
22,197,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,2999
17,140,150000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,6300
13,75,125000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,0,1950
22,110,5000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,27,1,0,0,700
19,101,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,0,1999
40,111,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,14800
12,105,90000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,31,0,1,0,11499
5,116,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,21,1,0,0,3800
14,177,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,8990
25,90,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,1,0,0,300
12,306,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,26999
16,224,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,1,0,0,8300
24,204,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,799
27,122,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,700
25,170,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,0,0,1,999
14,145,125000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,0,1,3900
15,109,70000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,21,0,1,0,10599
23,110,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,1,0,0,900
23,150,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,2900
16,71,40000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32,0,1,0,5100
14,75,80000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,6,1,0,0,3500
11,117,60000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,22,0,1,0,14000
15,84,60000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,1,0,0,4900
12,150,60000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,0,0,1,13900
23,101,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,0,0,1,1950
18,129,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20,0,0,1,3250
19,400,60000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,1,26500
12,184,50000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,1,0,29950
13,109,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,1,13900
20,110,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2900
5,136,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,25,0,1,0,2600
16,177,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,36,0,0,0,5200
19,131,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2900
12,68,50000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,35,1,0,0,4200
23,197,125000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,1,9400
26,136,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,20,1,0,0,700
26,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,25,0,1,0,499
12,140,125000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,14990
16,55,80000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,1,2400
24,110,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,500
23,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,1150
26,116,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2200
16,184,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24,0,1,0,5600
33,69,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,1,600
13,101,100000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,0,0,1,7500
16,177,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,33,0,1,0,9300
26,125,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,250
16,60,70000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,0,1,0,2950
10,99,50000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,1,0,9000
20,116,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,3500
27,150,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1400
15,160,125000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,8000
25,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,1111
20,131,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,2490
45,50,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,16900
21,218,150000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,0,0,0,6400
23,110,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,550
16,140,125000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11,0,1,0,7990
19,340,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,10600
21,200,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,3900
14,224,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,0,0,13990
14,204,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20,0,0,1,13800
24,136,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,4200
23,143,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,1,0,0,5600
16,233,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,11999
21,64,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,2590
18,140,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3750
24,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,750
24,95,150000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,27,0,0,1,350
9,326,20000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,38990
19,101,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,0,2950
20,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,25,1,0,0,1290
14,95,50000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,1,8200
23,101,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,650
26,165,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2250
22,110,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,10,1,0,0,450
25,110,5000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25,1,0,0,450
16,140,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,6500
26,235,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1600
29,90,150000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38,0,0,1,1000
13,211,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,17889
23,54,125000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,1100
24,101,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,1250
17,150,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10800
24,211,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,34,1,0,0,3000
22,109,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0,0,1,2099
18,170,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,10000
23,110,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1650
29,75,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,820
23,170,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,1450
15,170,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,9700
14,200,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,1,0,13600
35,107,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,2600
26,54,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,1,700
20,110,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,1,0,2000
19,260,70000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,26,0,0,1,17800
19,90,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,21,1,0,0,5400
24,68,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,4999
19,90,100000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,1,0,3950
21,144,80000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,0,1,0,4500
26,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,970
5,140,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,39,0,1,0,2100
23,101,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,0,1,0,1600
12,141,40000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,11400
18,163,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,31,0,1,0,5000
21,75,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,2850
20,131,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10,1,0,0,990
12,143,40000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,19000
11,86,40000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,30,0,0,1,8990
13,204,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,1,0,18900
19,105,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,31,1,0,0,5490
21,143,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,1700
20,135,125000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27,0,1,0,1000
22,110,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,0,1,2200
26,75,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,38,1,0,0,650
26,101,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1300
11,163,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,39,0,0,0,11700
24,165,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4000
24,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,30,1,0,0,990
24,99,150000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,12,0,1,0,3950
29,174,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,2800
31,286,150000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,0,3600
6,110,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,1,5200
22,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,2750
20,143,125000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,4490
15,101,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,1,4900
10,60,30000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,6300
16,140,125000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11,0,1,0,7950
12,330,50000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,26,0,0,1,42499
24,116,150000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,0,0,0,2499
25,101,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,1,0,0,1200
20,54,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,3600
16,170,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,0,0,1,8190
17,140,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,1,3200
17,218,5000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,8900
10,184,60000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,30200
16,179,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,8490
17,184,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24,0,0,0,5600
13,140,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,31,0,1,0,9499
13,136,125000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,10,0,0,0,13200
23,75,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,1899
25,90,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,1,0,0,270
26,110,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,24,0,1,0,100
19,105,150000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,5000
13,299,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,27450
15,197,150000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,12899
13,115,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,1,6000
14,80,125000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,1,0,0,5799
27,150,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,500
22,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24,1,0,0,390
17,122,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,5600
27,59,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,0,0,400
12,102,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,12000
26,165,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3900
23,122,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,39,1,0,0,1499
29,110,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,4999
14,105,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,8400
24,80,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,1,699
16,73,5000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,25,0,0,1,1999
21,64,90000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,1,0,3000
23,82,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,20,0,1,0,1379
24,146,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,1,0,0,800
6,115,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,4999
22,132,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3700
23,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,2000
14,60,80000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,4500
21,220,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,3700
20,107,150000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12,1,0,0,1790
14,105,5000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,1,50
12,184,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,16900
21,170,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,1,0,0,4199
15,110,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,4100
27,75,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,1,0,0,1150
16,170,80000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,21999
17,129,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,6300
24,118,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,640
25,101,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,2150
22,88,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,25,0,0,0,750
26,110,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,23,0,0,1,1300
27,110,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,1,0,0,500
15,140,125000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,0,7150
23,90,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,0,2500
24,110,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,20,0,0,1,1350
28,90,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,38,1,0,0,250
12,245,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,18000
17,231,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,9000
24,75,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,27,0,0,1,650
10,156,30000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,1,0,27800
15,125,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,8750
21,89,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,11,0,1,0,1190
19,58,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,27,1,0,0,1950
25,75,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,19,0,0,1,1299
23,120,150000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,10,0,0,1,1700
6,101,100000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,24,1,0,0,1800
20,83,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,11,0,0,1,2600
26,224,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,20,0,0,1,900
24,54,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,1,899
25,193,30000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,20,0,0,1,1500
21,101,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,2850
17,110,150000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38,0,1,0,1290
27,131,125000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,1,1600
53,209,100000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33,0,1,0,10950
24,280,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,0,0,1,1700
5,54,80000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32,0,1,0,3330
